date,amount,category,merchant,type
2025-06-16,-112.34,Groceries,Aldi,debit
2025-06-16,-89.12,Healthcare,Walgreens,debit
2025-06-16,-78.90,Shopping,Walmart,debit
2025-06-17,-145.67,Dining,Starbucks,debit
2025-06-17,-67.89,Entertainment,AMC Theaters,debit
2025-06-17,675.00,Investment,REIT Distribution,credit
2025-06-18,-89.12,Groceries,Publix,debit
2025-06-18,-134.56,Transportation,Lyft,debit
2025-06-18,-234.56,Shopping,Best Buy,debit
2025-06-19,-78.90,Dining,Five Guys,debit
2025-06-19,-56.78,Utilities,AT&T Wireless,debit
2025-06-19,-112.34,Groceries,Trader Joe's,debit
2025-06-20,-89.12,Healthcare,Quest Diagnostics,debit
2025-06-20,-45.67,Subscriptions,LinkedIn Premium,debit
2025-06-20,-167.89,Shopping,Nordstrom,debit
2025-06-21,5100.00,Salary,Payroll Services Inc,credit
2025-06-21,-134.56,Groceries,Whole Foods,debit
2025-06-21,-78.90,Dining,Panera Bread,debit
2025-06-22,-1850.00,Rent,Urban Living Co,debit
2025-06-22,-89.12,Insurance,Progressive,debit
2025-06-22,-56.78,Transportation,Shell Gas,debit
2025-06-23,-112.34,Groceries,Costco,debit
2025-06-23,-45.67,Dining,Olive Garden,debit
2025-06-23,-78.90,Shopping,Target,debit
2025-06-24,-134.56,Utilities,Verizon,debit
2025-06-24,-89.12,Healthcare,Anthem Insurance,debit
2025-06-24,1500.00,Freelance,Upwork Transfer,credit
2025-06-25,-67.89,Transportation,Uber,debit
2025-06-25,-156.78,Groceries,Safeway,debit
2025-06-25,-234.56,Shopping,Amazon,debit
2025-06-26,-78.90,Dining,Chick-fil-A,debit
2025-06-26,-89.12,Entertainment,Steam,debit
2025-06-26,-112.34,Groceries,Kroger,debit
2025-06-27,-56.78,Transportation,BP Station,debit
2025-06-27,-145.67,Utilities,Waste Management,debit
2025-06-27,-34.56,Subscriptions,Adobe Creative,debit
2025-06-28,-89.12,Dining,Subway,debit
2025-06-28,-78.90,Shopping,Home Depot,debit
2025-06-28,-134.56,Healthcare,CVS Pharmacy,debit
2025-06-29,-112.34,Groceries,Aldi,debit
2025-06-29,-45.67,Insurance,Allstate,debit
2025-06-29,450.00,Investment,Dividend Payment,credit
2025-06-30,-67.89,Dining,Chipotle,debit
2025-06-30,-89.12,Transportation,Chevron,debit
2025-06-30,-156.78,Groceries,Publix,debit
2025-07-01,4250.00,Salary,Employer Direct Deposit,credit
2025-07-01,-78.90,Shopping,IKEA,debit
2025-07-01,-112.34,Groceries,Trader Joe's,debit
2025-07-02,-89.12,Dining,Starbucks,debit
2025-07-02,-134.56,Healthcare,Walgreens,debit
2025-07-02,-56.78,Entertainment,Netflix,debit
2025-07-03,-167.89,Utilities,Pacific Gas & Electric,debit
2025-07-03,-78.90,Transportation,Shell Gas,debit
2025-07-03,825.00,Freelance,Contract Work,credit
2025-07-04,-89.12,Groceries,Whole Foods,debit
2025-07-04,-234.56,Shopping,Best Buy,debit
2025-07-04,-45.67,Dining,Five Guys,debit
2025-07-05,-1850.00,Rent,Property Management LLC,debit
2025-07-05,-112.34,Insurance,Liberty Mutual,debit
2025-07-05,-134.56,Groceries,Costco,debit
2025-07-06,-56.78,Transportation,Uber,debit
2025-07-06,-78.90,Dining,Panera Bread,debit
2025-07-06,-89.12,Healthcare,Kaiser Permanente,debit
2025-07-07,5100.00,Salary,Payroll Services Inc,credit
2025-07-07,-145.67,Groceries,Safeway,debit
2025-07-07,-67.89,Shopping,Walmart,debit
2025-07-08,-112.34,Dining,Olive Garden,debit
2025-07-08,-89.12,Utilities,Comcast Internet,debit
2025-07-08,-23.45,Subscriptions,Microsoft 365,debit
2025-07-09,-78.90,Groceries,Kroger,debit
2025-07-09,-134.56,Transportation,Lyft,debit
2025-07-09,275.00,Refund,Insurance Reimbursement,credit
2025-07-10,-56.78,Dining,Chick-fil-A,debit
2025-07-10,-189.12,Shopping,Target,debit
2025-07-10,-89.12,Healthcare,CVS Pharmacy,debit
2025-07-11,-112.34,Groceries,Aldi,debit
2025-07-11,-67.89,Insurance,State Farm,debit
2025-07-11,-78.90,Entertainment,Spotify,debit
2025-07-12,-145.67,Dining,Subway,debit
2025-07-12,-234.56,Shopping,Nordstrom,debit
2025-07-12,1050.00,Investment,Bond Interest,credit
2025-07-13,-89.12,Groceries,Publix,debit
2025-07-13,-56.78,Transportation,EV Charging Co,debit
2025-07-13,-134.56,Utilities,City Water,debit
2025-07-14,-78.90,Dining,Chipotle,debit
2025-07-14,-112.34,Shopping,Amazon,debit
2025-07-14,-167.89,Healthcare,Walgreens,debit
2025-07-15,4250.00,Salary,Employer Direct Deposit,credit
2025-07-15,-89.12,Groceries,Trader Joe's,debit
2025-07-15,-45.67,Entertainment,AMC Theaters,debit
2025-07-16,-134.56,Transportation,BP Station,debit
2025-07-16,-78.90,Dining,Starbucks,debit
2025-07-16,-56.78,Shopping,Home Depot,debit
2025-07-17,-112.34,Insurance,Geico,debit
2025-07-17,1400.00,Freelance,Client Payment,credit
2025-07-17,-89.12,Groceries,Whole Foods,debit
2025-07-18,-145.67,Utilities,AT&T Wireless,debit
2025-07-18,-78.90,Dining,Five Guys,debit
2025-07-18,-67.89,Shopping,IKEA,debit
2025-07-19,-89.12,Groceries,Costco,debit
2025-07-19,-56.78,Transportation,Metro Transit,debit
2025-07-19,-134.56,Healthcare,Quest Diagnostics,debit
2025-07-20,-112.34,Dining,Panera Bread,debit
2025-07-20,-78.90,Shopping,Walmart,debit
2025-07-20,-34.56,Subscriptions,Dropbox,debit
2025-07-21,5100.00,Salary,Payroll Services Inc,credit
2025-07-21,-89.12,Groceries,Safeway,debit
2025-07-21,-234.56,Insurance,Progressive,debit
2025-07-22,-56.78,Dining,Olive Garden,debit
2025-07-22,-1850.00,Rent,Greenfield Apartments,debit
2025-07-22,-145.67,Shopping,Best Buy,debit
2025-07-23,-112.34,Groceries,Kroger,debit
2025-07-23,-78.90,Transportation,Shell Gas,debit
2025-07-23,-89.12,Utilities,Verizon,debit
2025-07-24,-67.89,Dining,Chick-fil-A,debit
2025-07-24,-134.56,Healthcare,Anthem Insurance,debit
2025-07-24,600.00,Investment,Capital Gains,credit
2025-07-25,-89.12,Groceries,Aldi,debit
2025-07-25,-156.78,Shopping,Nordstrom,debit
2025-07-25,-45.67,Entertainment,PlayStation Store,debit
2025-07-26,-78.90,Transportation,Uber,debit
2025-07-26,-112.34,Dining,Subway,debit
2025-07-26,-167.89,Utilities,Waste Management,debit
2025-07-27,-134.56,Groceries,Publix,debit
2025-07-27,-89.12,Insurance,Allstate,debit
2025-07-27,200.00,Refund,Amazon Refund,credit
2025-07-28,-56.78,Shopping,Target,debit
2025-07-28,-78.90,Dining,Chipotle,debit
2025-07-28,-112.34,Healthcare,CVS Pharmacy,debit
2025-07-29,-89.12,Groceries,Trader Joe's,debit
2025-07-29,-145.67,Transportation,Lyft,debit
2025-07-29,-234.56,Shopping,Amazon,debit
2025-07-30,-67.89,Dining,Starbucks,debit
2025-07-30,-78.90,Entertainment,Ticketmaster,debit
2025-07-30,1750.00,Freelance,Consulting Fee,credit
2025-07-31,-112.34,Groceries,Whole Foods,debit
2025-07-31,-89.12,Utilities,Pacific Gas & Electric,debit
2025-07-31,-9.99,Subscriptions,NYT Digital,debit
2025-08-01,4250.00,Salary,Employer Direct Deposit,credit
2025-08-01,-134.56,Groceries,Costco,debit
2025-08-01,-56.78,Dining,Five Guys,debit
2025-08-02,-78.90,Transportation,Shell Gas,debit
2025-08-02,-189.12,Shopping,Home Depot,debit
2025-08-02,-89.12,Healthcare,Walgreens,debit
2025-08-03,-112.34,Insurance,Liberty Mutual,debit
2025-08-03,-145.67,Groceries,Safeway,debit
2025-08-03,-67.89,Dining,Panera Bread,debit
2025-08-04,-89.12,Utilities,Comcast Internet,debit
2025-08-04,-56.78,Shopping,IKEA,debit
2025-08-04,425.00,Investment,REIT Distribution,credit
2025-08-05,-1850.00,Rent,Urban Living Co,debit
2025-08-05,-134.56,Groceries,Kroger,debit
2025-08-05,-78.90,Transportation,Uber,debit
2025-08-06,-112.34,Dining,Olive Garden,debit
2025-08-06,-89.12,Healthcare,Kaiser Permanente,debit
2025-08-06,-234.56,Shopping,Best Buy,debit
2025-08-07,5100.00,Salary,Payroll Services Inc,credit
2025-08-07,-45.67,Entertainment,Netflix,debit
2025-08-07,-78.90,Groceries,Aldi,debit
2025-08-08,-134.56,Insurance,State Farm,debit
2025-08-08,-56.78,Dining,Chick-fil-A,debit
2025-08-08,-167.89,Shopping,Walmart,debit
2025-08-09,-89.12,Groceries,Publix,debit
2025-08-09,-112.34,Utilities,City Water,debit
2025-08-09,1100.00,Freelance,Upwork Transfer,credit
2025-08-10,-78.90,Transportation,BP Station,debit
2025-08-10,-145.67,Dining,Subway,debit
2025-08-10,-67.89,Shopping,Target,debit
2025-08-11,-89.12,Healthcare,CVS Pharmacy,debit
2025-08-11,-134.56,Groceries,Trader Joe's,debit
2025-08-11,-23.45,Subscriptions,Adobe Creative,debit
2025-08-12,-56.78,Entertainment,Spotify,debit
2025-08-12,-112.34,Dining,Chipotle,debit
2025-08-12,-78.90,Insurance,Geico,debit
2025-08-13,-234.56,Shopping,Nordstrom,debit
2025-08-13,-89.12,Transportation,EV Charging Co,debit
2025-08-13,-145.67,Groceries,Whole Foods,debit
2025-08-14,-67.89,Dining,Starbucks,debit
2025-08-14,-178.90,Utilities,AT&T Wireless,debit
2025-08-14,325.00,Refund,Store Credit Return,credit
2025-08-15,4250.00,Salary,Employer Direct Deposit,credit
2025-08-15,-89.12,Groceries,Costco,debit
2025-08-15,-134.56,Healthcare,Walgreens,debit
2025-08-16,-56.78,Transportation,Metro Transit,debit
2025-08-16,-112.34,Shopping,Amazon,debit
2025-08-16,-78.90,Dining,Five Guys,debit
2025-08-17,-145.67,Groceries,Safeway,debit
2025-08-17,-89.12,Insurance,Progressive,debit
2025-08-17,750.00,Investment,Dividend Payment,credit
2025-08-18,-67.89,Dining,Panera Bread,debit
2025-08-18,-234.56,Shopping,Home Depot,debit
2025-08-18,-112.34,Utilities,Verizon,debit
2025-08-19,-78.90,Groceries,Kroger,debit
2025-08-19,-89.12,Healthcare,Quest Diagnostics,debit
2025-08-19,-156.78,Transportation,Lyft,debit
2025-08-20,-134.56,Dining,Olive Garden,debit
2025-08-20,-45.67,Entertainment,AMC Theaters,debit
2025-08-20,-89.12,Shopping,IKEA,debit
2025-08-21,5100.00,Salary,Payroll Services Inc,credit
2025-08-21,-78.90,Groceries,Aldi,debit
2025-08-21,-56.78,Dining,Chick-fil-A,debit
2025-08-22,-1850.00,Rent,Property Management LLC,debit
2025-08-22,-112.34,Insurance,Allstate,debit
2025-08-22,-167.89,Shopping,Best Buy,debit
2025-08-23,-89.12,Transportation,Shell Gas,debit
2025-08-23,-134.56,Groceries,Publix,debit
2025-08-23,1300.00,Freelance,Contract Work,credit
2025-08-24,-78.90,Dining,Subway,debit
2025-08-24,-234.56,Healthcare,Anthem Insurance,debit
2025-08-24,-56.78,Utilities,Waste Management,debit
2025-08-25,-112.34,Groceries,Trader Joe's,debit
2025-08-25,-89.12,Shopping,Walmart,debit
2025-08-25,-34.56,Subscriptions,Microsoft 365,debit
2025-08-26,-145.67,Dining,Chipotle,debit
2025-08-26,-78.90,Transportation,Uber,debit
2025-08-26,-67.89,Entertainment,Steam,debit
2025-08-27,-89.12,Insurance,Liberty Mutual,debit
2025-08-27,-134.56,Groceries,Whole Foods,debit
2025-08-27,550.00,Investment,Capital Gains,credit
2025-08-28,-56.78,Shopping,Target,debit
2025-08-28,-112.34,Dining,Starbucks,debit
2025-08-28,-78.90,Groceries,Costco,debit
2025-08-29,-145.67,Utilities,Pacific Gas & Electric,debit
2025-08-29,-89.12,Healthcare,CVS Pharmacy,debit
2025-08-29,-167.89,Transportation,Chevron,debit
2025-08-30,-134.56,Dining,Five Guys,debit
2025-08-30,-234.56,Shopping,Nordstrom,debit
2025-08-30,-56.78,Groceries,Safeway,debit
2025-08-31,-78.90,Insurance,State Farm,debit
2025-08-31,-89.12,Dining,Panera Bread,debit
2025-08-31,175.00,Refund,Insurance Reimbursement,credit
2025-09-01,4250.00,Salary,Employer Direct Deposit,credit
2025-09-01,-112.34,Groceries,Kroger,debit
2025-09-01,-145.67,Shopping,Amazon,debit
2025-09-02,-78.90,Dining,Olive Garden,debit
2025-09-02,-89.12,Transportation,Shell Gas,debit
2025-09-02,-56.78,Entertainment,Netflix,debit
2025-09-03,-134.56,Healthcare,Walgreens,debit
2025-09-03,-167.89,Utilities,Comcast Internet,debit
2025-09-03,900.00,Freelance,Client Payment,credit
2025-09-04,-78.90,Groceries,Aldi,debit
2025-09-04,-112.34,Insurance,Geico,debit
2025-09-04,-89.12,Shopping,Home Depot,debit
2025-09-05,-1850.00,Rent,Greenfield Apartments,debit
2025-09-05,-56.78,Dining,Chick-fil-A,debit
2025-09-05,-234.56,Groceries,Publix,debit
2025-09-06,-145.67,Transportation,Uber,debit
2025-09-06,-78.90,Shopping,IKEA,debit
2025-09-06,-89.12,Healthcare,Kaiser Permanente,debit
2025-09-07,5100.00,Salary,Payroll Services Inc,credit
2025-09-07,-67.89,Dining,Subway,debit
2025-09-07,-112.34,Groceries,Trader Joe's,debit
2025-09-08,-134.56,Utilities,City Water,debit
2025-09-08,-78.90,Entertainment,Spotify,debit
2025-09-08,-89.12,Shopping,Best Buy,debit
2025-09-09,-56.78,Transportation,Lyft,debit
2025-09-09,-145.67,Dining,Chipotle,debit
2025-09-09,-23.45,Subscriptions,Dropbox,debit
2025-09-10,-112.34,Groceries,Whole Foods,debit
2025-09-10,-89.12,Insurance,Progressive,debit
2025-09-10,675.00,Investment,Bond Interest,credit
2025-09-11,-78.90,Shopping,Walmart,debit
2025-09-11,-134.56,Healthcare,CVS Pharmacy,debit
2025-09-11,-67.89,Dining,Starbucks,debit
2025-09-12,-156.78,Transportation,BP Station,debit
2025-09-12,-89.12,Groceries,Costco,debit
2025-09-12,-234.56,Shopping,Nordstrom,debit
2025-09-13,-112.34,Utilities,AT&T Wireless,debit
2025-09-13,-78.90,Dining,Five Guys,debit
2025-09-13,1200.00,Freelance,Upwork Transfer,credit
2025-09-14,-89.12,Insurance,Allstate,debit
2025-09-14,-134.56,Groceries,Safeway,debit
2025-09-14,-45.67,Entertainment,AMC Theaters,debit
2025-09-15,4250.00,Salary,Employer Direct Deposit,credit
2025-09-15,-167.89,Healthcare,Walgreens,debit
2025-09-15,-78.90,Shopping,Target,debit
2025-09-16,-112.34,Dining,Panera Bread,debit
2025-09-16,-56.78,Groceries,Kroger,debit
2025-09-16,-89.12,Transportation,EV Charging Co,debit
2025-09-17,-134.56,Shopping,Amazon,debit
2025-09-17,-78.90,Utilities,Verizon,debit
2025-09-17,-145.67,Groceries,Aldi,debit
2025-09-18,-89.12,Dining,Olive Garden,debit
2025-09-18,-67.89,Healthcare,Quest Diagnostics,debit
2025-09-18,-9.99,Subscriptions,NYT Digital,debit
2025-09-19,-234.56,Insurance,Liberty Mutual,debit
2025-09-19,-78.90,Shopping,Home Depot,debit
2025-09-19,350.00,Refund,Amazon Refund,credit
2025-09-20,-112.34,Groceries,Publix,debit
2025-09-20,-56.78,Transportation,Metro Transit,debit
2025-09-20,-89.12,Dining,Chick-fil-A,debit
2025-09-21,5100.00,Salary,Payroll Services Inc,credit
2025-09-21,-134.56,Groceries,Trader Joe's,debit
2025-09-21,-78.90,Shopping,IKEA,debit
2025-09-22,-1850.00,Rent,Urban Living Co,debit
2025-09-22,-89.12,Entertainment,PlayStation Store,debit
2025-09-22,-145.67,Dining,Subway,debit
2025-09-23,-56.78,Healthcare,Anthem Insurance,debit
2025-09-23,-112.34,Transportation,Shell Gas,debit
2025-09-23,1550.00,Freelance,Consulting Fee,credit
2025-09-24,-78.90,Groceries,Whole Foods,debit
2025-09-24,-167.89,Utilities,Waste Management,debit
2025-09-24,-89.12,Shopping,Best Buy,debit
2025-09-25,-134.56,Dining,Chipotle,debit
2025-09-25,-45.67,Insurance,State Farm,debit
2025-09-25,-234.56,Groceries,Costco,debit
2025-09-26,-78.90,Transportation,Uber,debit
2025-09-26,-89.12,Shopping,Walmart,debit
2025-09-26,450.00,Investment,REIT Distribution,credit
2025-09-27,-56.78,Dining,Starbucks,debit
2025-09-27,-112.34,Healthcare,CVS Pharmacy,debit
2025-09-27,-134.56,Groceries,Safeway,debit
2025-09-28,-78.90,Entertainment,Ticketmaster,debit
2025-09-28,-145.67,Shopping,Nordstrom,debit
2025-09-28,-89.12,Transportation,Lyft,debit
2025-09-29,-67.89,Dining,Five Guys,debit
2025-09-29,-234.56,Utilities,Pacific Gas & Electric,debit
2025-09-29,-112.34,Insurance,Geico,debit
2025-09-30,-78.90,Groceries,Kroger,debit
2025-09-30,-89.12,Dining,Panera Bread,debit
2025-09-30,-34.56,Subscriptions,Adobe Creative,debit
2025-10-01,4250.00,Salary,Employer Direct Deposit,credit
2025-10-01,-134.56,Groceries,Aldi,debit
2025-10-01,-56.78,Shopping,Target,debit
2025-10-02,-89.12,Transportation,Shell Gas,debit
2025-10-02,-167.89,Healthcare,Walgreens,debit
2025-10-02,-78.90,Dining,Olive Garden,debit
2025-10-03,-112.34,Groceries,Publix,debit
2025-10-03,-145.67,Insurance,Progressive,debit
2025-10-03,825.00,Freelance,Contract Work,credit
2025-10-04,-89.12,Utilities,Comcast Internet,debit
2025-10-04,-56.78,Dining,Chick-fil-A,debit
2025-10-04,-234.56,Shopping,Amazon,debit
2025-10-05,-1850.00,Rent,Property Management LLC,debit
2025-10-05,-78.90,Groceries,Trader Joe's,debit
2025-10-05,-134.56,Healthcare,Kaiser Permanente,debit
2025-10-06,-67.89,Entertainment,Netflix,debit
2025-10-06,-89.12,Transportation,Uber,debit
2025-10-06,-112.34,Dining,Subway,debit
2025-10-07,5100.00,Salary,Payroll Services Inc,credit
2025-10-07,-145.67,Groceries,Whole Foods,debit
2025-10-07,-78.90,Shopping,Home Depot,debit
2025-10-08,-56.78,Dining,Chipotle,debit
2025-10-08,-89.12,Insurance,Allstate,debit
2025-10-08,-167.89,Utilities,City Water,debit
2025-10-09,-134.56,Transportation,BP Station,debit
2025-10-09,-112.34,Groceries,Costco,debit
2025-10-09,375.00,Investment,Dividend Payment,credit
2025-10-10,-78.90,Dining,Starbucks,debit
2025-10-10,-234.56,Shopping,IKEA,debit
2025-10-10,-89.12,Healthcare,CVS Pharmacy,debit
2025-10-11,-145.67,Groceries,Safeway,debit
2025-10-11,-56.78,Entertainment,Spotify,debit
2025-10-11,-23.45,Subscriptions,Microsoft 365,debit
2025-10-12,-112.34,Dining,Five Guys,debit
2025-10-12,-78.90,Transportation,EV Charging Co,debit
2025-10-12,-134.56,Shopping,Best Buy,debit
2025-10-13,-89.12,Insurance,Liberty Mutual,debit
2025-10-13,-167.89,Groceries,Kroger,debit
2025-10-13,1600.00,Freelance,Client Payment,credit
2025-10-14,-45.67,Dining,Panera Bread,debit
2025-10-14,-189.12,Utilities,AT&T Wireless,debit
2025-10-14,-78.90,Shopping,Walmart,debit
2025-10-15,4250.00,Salary,Employer Direct Deposit,credit
2025-10-15,-112.34,Groceries,Aldi,debit
2025-10-15,-134.56,Healthcare,Walgreens,debit
2025-10-16,-89.12,Transportation,Metro Transit,debit
2025-10-16,-56.78,Dining,Olive Garden,debit
2025-10-16,-234.56,Shopping,Nordstrom,debit
2025-10-17,-78.90,Groceries,Publix,debit
2025-10-17,-145.67,Insurance,State Farm,debit
2025-10-17,200.00,Refund,Store Credit Return,credit
2025-10-18,-89.12,Entertainment,AMC Theaters,debit
2025-10-18,-112.34,Dining,Chick-fil-A,debit
2025-10-18,-67.89,Transportation,Lyft,debit
2025-10-19,-134.56,Groceries,Trader Joe's,debit
2025-10-19,-78.90,Utilities,Verizon,debit
2025-10-19,-156.78,Shopping,Target,debit
2025-10-20,-89.12,Healthcare,Quest Diagnostics,debit
2025-10-20,-45.67,Dining,Subway,debit
2025-10-20,950.00,Investment,Capital Gains,credit
2025-10-21,5100.00,Salary,Payroll Services Inc,credit
2025-10-21,-112.34,Groceries,Whole Foods,debit
2025-10-21,-234.56,Shopping,Amazon,debit
2025-10-22,-1850.00,Rent,Greenfield Apartments,debit
2025-10-22,-78.90,Dining,Chipotle,debit
2025-10-22,-89.12,Insurance,Geico,debit
2025-10-23,-134.56,Transportation,Shell Gas,debit
2025-10-23,-145.67,Groceries,Costco,debit
2025-10-23,-56.78,Healthcare,Anthem Insurance,debit
2025-10-24,-89.12,Utilities,Waste Management,debit
2025-10-24,1250.00,Freelance,Upwork Transfer,credit
2025-10-24,-112.34,Dining,Starbucks,debit
2025-10-25,-78.90,Shopping,Home Depot,debit
2025-10-25,-167.89,Groceries,Safeway,debit
2025-10-25,-34.56,Subscriptions,Dropbox,debit
2025-10-26,-89.12,Entertainment,Steam,debit
2025-10-26,-134.56,Dining,Five Guys,debit
2025-10-26,-56.78,Transportation,Uber,debit
2025-10-27,-112.34,Groceries,Kroger,debit
2025-10-27,-78.90,Shopping,IKEA,debit
2025-10-27,-145.67,Healthcare,CVS Pharmacy,debit
2025-10-28,-89.12,Insurance,Progressive,debit
2025-10-28,-234.56,Dining,Panera Bread,debit
2025-10-28,-67.89,Utilities,Pacific Gas & Electric,debit
2025-10-29,-112.34,Groceries,Aldi,debit
2025-10-29,-78.90,Transportation,BP Station,debit
2025-10-29,550.00,Investment,Bond Interest,credit
2025-10-30,-134.56,Shopping,Walmart,debit
2025-10-30,-89.12,Dining,Olive Garden,debit
2025-10-30,-56.78,Healthcare,Walgreens,debit
2025-10-31,-145.67,Groceries,Publix,debit
2025-10-31,-78.90,Entertainment,PlayStation Store,debit
2025-10-31,-9.99,Subscriptions,NYT Digital,debit
2025-11-01,4250.00,Salary,Employer Direct Deposit,credit
2025-11-01,-112.34,Transportation,Shell Gas,debit
2025-11-01,-89.12,Groceries,Trader Joe's,debit
2025-11-02,-134.56,Dining,Chick-fil-A,debit
2025-11-02,-167.89,Shopping,Best Buy,debit
2025-11-02,-78.90,Insurance,Allstate,debit
2025-11-03,-56.78,Groceries,Whole Foods,debit
2025-11-03,-89.12,Utilities,Comcast Internet,debit
2025-11-03,725.00,Freelance,Consulting Fee,credit
2025-11-04,-112.34,Healthcare,Kaiser Permanente,debit
2025-11-04,-145.67,Dining,Subway,debit
2025-11-04,-234.56,Shopping,Nordstrom,debit
2025-11-05,-1850.00,Rent,Urban Living Co,debit
2025-11-05,-78.90,Groceries,Costco,debit
2025-11-05,-89.12,Transportation,Uber,debit
2025-11-06,-134.56,Insurance,Liberty Mutual,debit
2025-11-06,-56.78,Dining,Chipotle,debit
2025-11-06,-112.34,Shopping,Target,debit
2025-11-07,5100.00,Salary,Payroll Services Inc,credit
2025-11-07,-78.90,Groceries,Safeway,debit
2025-11-07,-145.67,Healthcare,CVS Pharmacy,debit
2025-11-08,-89.12,Entertainment,Netflix,debit
2025-11-08,-67.89,Transportation,Lyft,debit
2025-11-08,-134.56,Dining,Starbucks,debit
2025-11-09,-112.34,Groceries,Kroger,debit
2025-11-09,-234.56,Shopping,Amazon,debit
2025-11-09,350.00,Refund,Insurance Reimbursement,credit
2025-11-10,-78.90,Utilities,City Water,debit
2025-11-10,-89.12,Dining,Five Guys,debit
2025-11-10,-145.67,Insurance,State Farm,debit
2025-11-11,-56.78,Groceries,Aldi,debit
2025-11-11,-134.56,Healthcare,Walgreens,debit
2025-11-11,800.00,Investment,REIT Distribution,credit
2025-11-12,-112.34,Shopping,Home Depot,debit
2025-11-12,-78.90,Transportation,EV Charging Co,debit
2025-11-12,-167.89,Dining,Panera Bread,debit
2025-11-13,-89.12,Groceries,Publix,debit
2025-11-13,-234.56,Utilities,AT&T Wireless,debit
2025-11-13,-45.67,Entertainment,Spotify,debit
2025-11-14,-134.56,Shopping,IKEA,debit
2025-11-14,-56.78,Dining,Olive Garden,debit
2025-11-14,-112.34,Insurance,Geico,debit
2025-11-15,4250.00,Salary,Employer Direct Deposit,credit
2025-11-15,-78.90,Groceries,Trader Joe's,debit
2025-11-15,-89.12,Healthcare,Quest Diagnostics,debit
2025-11-16,-145.67,Transportation,BP Station,debit
2025-11-16,-67.89,Shopping,Walmart,debit
2025-11-16,-23.45,Subscriptions,Adobe Creative,debit
2025-11-17,-112.34,Dining,Chick-fil-A,debit
2025-11-17,-134.56,Groceries,Whole Foods,debit
2025-11-17,1400.00,Freelance,Contract Work,credit
2025-11-18,-89.12,Utilities,Verizon,debit
2025-11-18,-78.90,Shopping,Best Buy,debit
2025-11-18,-156.78,Healthcare,Anthem Insurance,debit
2025-11-19,-56.78,Transportation,Metro Transit,debit
2025-11-19,-234.56,Dining,Subway,debit
2025-11-19,-112.34,Insurance,Progressive,debit
2025-11-20,-134.56,Groceries,Costco,debit
2025-11-20,-89.12,Shopping,Nordstrom,debit
2025-11-20,-78.90,Entertainment,AMC Theaters,debit
2025-11-21,5100.00,Salary,Payroll Services Inc,credit
2025-11-21,-45.67,Dining,Chipotle,debit
2025-11-21,-167.89,Groceries,Safeway,debit
2025-11-22,-1850.00,Rent,Property Management LLC,debit
2025-11-22,-112.34,Transportation,Shell Gas,debit
2025-11-22,-89.12,Utilities,Waste Management,debit
2025-11-23,-78.90,Healthcare,CVS Pharmacy,debit
2025-11-23,-134.56,Shopping,Target,debit
2025-11-23,500.00,Investment,Dividend Payment,credit
2025-11-24,-89.12,Dining,Starbucks,debit
2025-11-24,-56.78,Groceries,Kroger,debit
2025-11-24,-145.67,Insurance,Allstate,debit
2025-11-25,-112.34,Transportation,Uber,debit
2025-11-25,-234.56,Shopping,Amazon,debit
2025-11-25,-78.90,Dining,Five Guys,debit
2025-11-26,-67.89,Entertainment,Ticketmaster,debit
2025-11-26,-134.56,Groceries,Aldi,debit
2025-11-26,-89.12,Healthcare,Walgreens,debit
2025-11-27,-56.78,Utilities,Pacific Gas & Electric,debit
2025-11-27,-112.34,Shopping,Home Depot,debit
2025-11-27,1100.00,Freelance,Client Payment,credit
2025-11-28,-78.90,Dining,Panera Bread,debit
2025-11-28,-145.67,Groceries,Publix,debit
2025-11-28,-89.12,Transportation,Lyft,debit
2025-11-29,-134.56,Insurance,Liberty Mutual,debit
