date,amount,category,merchant,type
2025-11-29,-34.56,Subscriptions,Microsoft 365,debit
2025-11-29,-167.89,Shopping,IKEA,debit
2025-11-30,-78.90,Dining,Olive Garden,debit
2025-11-30,-112.34,Groceries,Trader Joe's,debit
2025-11-30,-89.12,Utilities,Comcast Internet,debit
2025-12-01,4250.00,Salary,Employer Direct Deposit,credit
2025-12-01,-56.78,Healthcare,Kaiser Permanente,debit
2025-12-01,-134.56,Shopping,Best Buy,debit
2025-12-02,-89.12,Transportation,Shell Gas,debit
2025-12-02,-78.90,Dining,Chick-fil-A,debit
2025-12-02,-112.34,Groceries,Whole Foods,debit
2025-12-03,-145.67,Insurance,State Farm,debit
2025-12-03,-234.56,Shopping,Walmart,debit
2025-12-03,675.00,Investment,Capital Gains,credit
2025-12-04,-89.12,Utilities,City Water,debit
2025-12-04,-67.89,Dining,Subway,debit
2025-12-04,-134.56,Groceries,Costco,debit
2025-12-05,-1850.00,Rent,Greenfield Apartments,debit
2025-12-05,-78.90,Transportation,Uber,debit
2025-12-05,-112.34,Healthcare,CVS Pharmacy,debit
2025-12-06,-89.12,Entertainment,Netflix,debit
2025-12-06,-56.78,Shopping,Target,debit
2025-12-06,-145.67,Dining,Chipotle,debit
2025-12-07,5100.00,Salary,Payroll Services Inc,credit
2025-12-07,-134.56,Groceries,Safeway,debit
2025-12-07,-78.90,Insurance,Geico,debit
2025-12-08,-112.34,Transportation,BP Station,debit
2025-12-08,-89.12,Shopping,Nordstrom,debit
2025-12-08,-167.89,Utilities,AT&T Wireless,debit
2025-12-09,-234.56,Healthcare,Walgreens,debit
2025-12-09,-56.78,Dining,Starbucks,debit
2025-12-09,250.00,Refund,Amazon Refund,credit
2025-12-10,-134.56,Groceries,Kroger,debit
2025-12-10,-78.90,Entertainment,Spotify,debit
2025-12-10,-89.12,Shopping,Amazon,debit
2025-12-11,-112.34,Insurance,Progressive,debit
2025-12-11,-145.67,Dining,Five Guys,debit
2025-12-11,-23.45,Subscriptions,Dropbox,debit
2025-12-12,-67.89,Transportation,EV Charging Co,debit
2025-12-12,-234.56,Shopping,Home Depot,debit
2025-12-12,1500.00,Freelance,Upwork Transfer,credit
2025-12-13,-89.12,Groceries,Aldi,debit
2025-12-13,-78.90,Dining,Panera Bread,debit
2025-12-13,-134.56,Healthcare,Quest Diagnostics,debit
2025-12-14,-56.78,Utilities,Verizon,debit
2025-12-14,-112.34,Shopping,IKEA,debit
2025-12-14,-145.67,Insurance,Allstate,debit
2025-12-15,4250.00,Salary,Employer Direct Deposit,credit
2025-12-15,-89.12,Groceries,Publix,debit
2025-12-15,-78.90,Transportation,Metro Transit,debit
2025-12-16,-134.56,Dining,Olive Garden,debit
2025-12-16,-167.89,Shopping,Best Buy,debit
2025-12-16,-56.78,Healthcare,Anthem Insurance,debit
2025-12-17,-112.34,Groceries,Trader Joe's,debit
2025-12-17,-89.12,Entertainment,AMC Theaters,debit
2025-12-17,400.00,Investment,Bond Interest,credit
2025-12-18,-78.90,Transportation,Lyft,debit
2025-12-18,-234.56,Utilities,Waste Management,debit
2025-12-18,-134.56,Insurance,Liberty Mutual,debit
2025-12-19,-145.67,Dining,Chick-fil-A,debit
2025-12-19,-89.12,Groceries,Whole Foods,debit
2025-12-19,-56.78,Shopping,Walmart,debit
2025-12-20,-112.34,Healthcare,CVS Pharmacy,debit
2025-12-20,-78.90,Transportation,Shell Gas,debit
2025-12-20,-9.99,Subscriptions,NYT Digital,debit
2025-12-21,5100.00,Salary,Payroll Services Inc,credit
2025-12-21,-134.56,Groceries,Costco,debit
2025-12-21,-167.89,Shopping,Nordstrom,debit
2025-12-22,-1850.00,Rent,Urban Living Co,debit
2025-12-22,-89.12,Dining,Subway,debit
2025-12-22,-78.90,Insurance,State Farm,debit
2025-12-23,-112.34,Groceries,Safeway,debit
2025-12-23,-145.67,Healthcare,Walgreens,debit
2025-12-23,1850.00,Freelance,Consulting Fee,credit
2025-12-24,-56.78,Entertainment,PlayStation Store,debit
2025-12-24,-234.56,Shopping,Amazon,debit
2025-12-24,-89.12,Dining,Chipotle,debit
2025-12-25,-78.90,Groceries,Kroger,debit
2025-12-25,-134.56,Transportation,Uber,debit
2025-12-25,300.00,Refund,Store Credit Return,credit
2025-12-26,-112.34,Utilities,Pacific Gas & Electric,debit
2025-12-26,-89.12,Shopping,Target,debit
2025-12-26,-145.67,Insurance,Geico,debit
2025-12-27,-67.89,Dining,Starbucks,debit
2025-12-27,-78.90,Healthcare,Kaiser Permanente,debit
2025-12-27,-134.56,Groceries,Aldi,debit
2025-12-28,-56.78,Transportation,Chevron,debit
2025-12-28,-234.56,Shopping,Home Depot,debit
2025-12-28,750.00,Investment,REIT Distribution,credit
2025-12-29,-89.12,Dining,Five Guys,debit
2025-12-29,-112.34,Groceries,Publix,debit
2025-12-29,-78.90,Entertainment,Ticketmaster,debit
2025-12-30,-145.67,Utilities,Comcast Internet,debit
2025-12-30,-134.56,Insurance,Progressive,debit
2025-12-30,-89.12,Healthcare,CVS Pharmacy,debit
2025-12-31,-56.78,Dining,Panera Bread,debit
2025-12-31,-167.89,Shopping,IKEA,debit
2025-12-31,-34.56,Subscriptions,Adobe Creative,debit
2025-01-02,-98.34,Groceries,Costco,debit
2025-01-02,-45.12,Dining,Subway,debit
2025-01-03,-167.45,Shopping,Nordstrom,debit
2025-01-03,2100.00,Freelance,Client Payment,credit
2025-01-04,-78.23,Transportation,Uber,debit
2025-01-04,-134.67,Healthcare,Walgreens,debit
2025-01-05,-56.89,Entertainment,Spotify,debit
2025-01-05,-189.34,Utilities,Pacific Gas & Electric,debit
2025-01-06,-112.56,Groceries,Safeway,debit
2025-01-06,-67.45,Dining,Chipotle,debit
2025-01-07,-234.78,Insurance,State Farm,debit
2025-01-07,825.00,Investment,Dividend Payment,credit
2025-01-08,-89.34,Shopping,Amazon,debit
2025-01-08,-45.67,Transportation,Shell Gas,debit
2025-01-09,-156.23,Groceries,Whole Foods,debit
2025-01-09,-78.12,Dining,Five Guys,debit
2025-01-10,-112.45,Healthcare,Kaiser Permanente,debit
2025-01-10,-34.89,Subscriptions,Dropbox,debit
2025-01-11,-89.67,Shopping,Target,debit
2025-01-11,-145.23,Utilities,Comcast Internet,debit
2025-01-12,-67.34,Dining,Starbucks,debit
2025-01-12,4750.00,Salary,Employer Direct Deposit,credit
2025-01-13,-178.56,Groceries,Kroger,debit
2025-01-13,-56.78,Transportation,Lyft,debit
2025-01-14,-234.12,Shopping,Best Buy,debit
2025-01-14,-89.45,Insurance,Geico,debit
2025-01-15,-112.34,Healthcare,CVS Pharmacy,debit
2025-01-15,-45.67,Entertainment,AMC Theaters,debit
2025-01-16,-167.89,Groceries,Aldi,debit
2025-01-16,1350.00,Freelance,Consulting Fee,credit
2025-01-17,-78.23,Dining,Olive Garden,debit
2025-01-17,-134.56,Utilities,City Water,debit
2025-01-18,-89.12,Shopping,Walmart,debit
2025-01-18,-56.34,Transportation,EV Charging Co,debit
2025-01-19,-145.78,Groceries,Publix,debit
2025-01-19,-23.45,Subscriptions,NYT Digital,debit
2025-01-20,-67.89,Dining,Chick-fil-A,debit
2025-01-20,-178.34,Healthcare,Quest Diagnostics,debit
2025-02-01,-112.56,Groceries,Trader Joe's,debit
2025-02-01,-89.34,Shopping,Home Depot,debit
2025-02-02,-56.78,Dining,Subway,debit
2025-02-02,5200.00,Salary,Payroll Services Inc,credit
2025-02-03,-134.12,Insurance,Progressive,debit
2025-02-03,-78.45,Transportation,BP Station,debit
2025-02-04,-167.89,Groceries,Costco,debit
2025-02-04,-45.23,Entertainment,Netflix,debit
2025-02-05,-89.56,Dining,Panera Bread,debit
2025-02-05,-234.78,Shopping,IKEA,debit
2025-02-06,-112.34,Healthcare,Walgreens,debit
2025-02-06,650.00,Investment,Capital Gains,credit
2025-02-07,-56.89,Groceries,Safeway,debit
2025-02-07,-145.23,Utilities,AT&T Wireless,debit
2025-02-08,-78.45,Transportation,Metro Transit,debit
2025-02-08,-89.67,Dining,Chipotle,debit
2025-02-09,-134.56,Shopping,Nordstrom,debit
2025-02-09,-67.12,Insurance,Allstate,debit
2025-02-10,-112.78,Groceries,Whole Foods,debit
2025-02-10,-23.45,Subscriptions,Adobe Creative,debit
2025-02-11,-89.34,Healthcare,Kaiser Permanente,debit
2025-02-11,1800.00,Freelance,Upwork Transfer,credit
2025-02-12,-56.78,Dining,Starbucks,debit
2025-02-12,-178.45,Shopping,Amazon,debit
2025-02-13,-134.23,Groceries,Kroger,debit
2025-02-13,-45.67,Transportation,Shell Gas,debit
2025-02-14,-89.12,Utilities,Verizon,debit
2025-02-14,-167.34,Insurance,Liberty Mutual,debit
2025-02-15,4750.00,Salary,Employer Direct Deposit,credit
2025-02-15,-78.56,Dining,Five Guys,debit
2025-02-16,-112.89,Groceries,Aldi,debit
2025-02-16,-234.56,Shopping,Best Buy,debit
2025-02-17,-56.23,Entertainment,Steam,debit
2025-02-17,-145.67,Healthcare,CVS Pharmacy,debit
2025-02-18,-89.34,Transportation,Uber,debit
2025-02-18,-67.78,Dining,Olive Garden,debit
2025-02-19,-134.12,Groceries,Publix,debit
2025-02-19,375.00,Refund,Insurance Reimbursement,credit
2025-02-20,-78.45,Utilities,Waste Management,debit
2025-02-20,-112.56,Shopping,Target,debit
2025-03-01,-89.23,Groceries,Trader Joe's,debit
2025-03-01,-56.78,Dining,Subway,debit
2025-03-02,-167.34,Insurance,State Farm,debit
2025-03-02,5200.00,Salary,Payroll Services Inc,credit
2025-03-03,-134.56,Shopping,Walmart,debit
2025-03-03,-78.12,Transportation,Lyft,debit
2025-03-04,-112.45,Groceries,Costco,debit
2025-03-04,-89.67,Healthcare,Walgreens,debit
2025-03-05,-45.34,Dining,Chipotle,debit
2025-03-05,-234.56,Utilities,Pacific Gas & Electric,debit
2025-03-06,-67.89,Entertainment,Spotify,debit
2025-03-06,1100.00,Freelance,Contract Work,credit
2025-03-07,-156.23,Groceries,Whole Foods,debit
2025-03-07,-89.12,Shopping,Home Depot,debit
2025-03-08,-78.45,Dining,Starbucks,debit
2025-03-08,-134.56,Insurance,Geico,debit
2025-03-09,-112.34,Healthcare,Quest Diagnostics,debit
2025-03-09,-56.78,Transportation,Chevron,debit
2025-03-10,-145.67,Groceries,Safeway,debit
2025-03-10,450.00,Investment,Bond Interest,credit
2025-03-11,-89.23,Dining,Panera Bread,debit
2025-03-11,-167.89,Shopping,IKEA,debit
2025-03-12,-78.12,Utilities,City Water,debit
2025-03-12,-234.56,Insurance,Progressive,debit
2025-03-13,-56.45,Groceries,Kroger,debit
2025-03-13,-112.78,Healthcare,Anthem Insurance,debit
2025-03-14,-89.34,Dining,Five Guys,debit
2025-03-14,-34.56,Subscriptions,Microsoft 365,debit
2025-03-15,4750.00,Salary,Employer Direct Deposit,credit
2025-03-15,-145.23,Shopping,Nordstrom,debit
2025-03-16,-67.89,Transportation,EV Charging Co,debit
2025-03-16,-78.45,Groceries,Aldi,debit
2025-03-17,-134.12,Dining,Olive Garden,debit
2025-03-17,-89.56,Entertainment,AMC Theaters,debit
2025-03-18,-112.34,Shopping,Amazon,debit
2025-03-18,-56.78,Healthcare,CVS Pharmacy,debit
2025-03-19,-167.45,Groceries,Publix,debit
2025-03-19,275.00,Refund,Store Credit Return,credit
2025-03-20,-89.12,Transportation,Uber,debit
2025-03-20,-78.34,Utilities,AT&T Wireless,debit
2025-04-01,-134.56,Groceries,Trader Joe's,debit
2025-04-01,-56.78,Dining,Chick-fil-A,debit
2025-04-02,5200.00,Salary,Payroll Services Inc,credit
2025-04-02,-89.23,Shopping,Target,debit
2025-04-03,-167.45,Insurance,Allstate,debit
2025-04-03,-78.12,Transportation,Shell Gas,debit
2025-04-04,-112.34,Groceries,Whole Foods,debit
2025-04-04,-234.56,Healthcare,Walgreens,debit
2025-04-05,-45.67,Dining,Subway,debit
2025-04-05,-89.12,Utilities,Comcast Internet,debit
2025-04-06,-134.78,Shopping,Best Buy,debit
2025-04-06,950.00,Freelance,Client Payment,credit
2025-04-07,-56.23,Entertainment,Netflix,debit
2025-04-07,-167.89,Groceries,Costco,debit
2025-04-08,-78.45,Dining,Chipotle,debit
2025-04-08,-112.34,Insurance,Liberty Mutual,debit
2025-04-09,-89.56,Transportation,Lyft,debit
2025-04-09,-145.67,Healthcare,Kaiser Permanente,debit
2025-04-10,-34.12,Subscriptions,LinkedIn Premium,debit
2025-04-10,-234.56,Shopping,Walmart,debit
2025-04-11,-67.89,Groceries,Safeway,debit
2025-04-11,725.00,Investment,REIT Distribution,credit
2025-04-12,-89.12,Dining,Starbucks,debit
2025-04-12,-156.78,Utilities,Verizon,debit
2025-04-13,-112.34,Shopping,Home Depot,debit
2025-04-13,-78.45,Groceries,Kroger,debit
2025-04-14,-134.56,Insurance,State Farm,debit
2025-04-14,-45.67,Entertainment,Ticketmaster,debit
2025-04-15,4750.00,Salary,Employer Direct Deposit,credit
2025-04-15,-89.12,Dining,Panera Bread,debit
2025-04-16,-167.34,Healthcare,CVS Pharmacy,debit
2025-04-16,-56.78,Groceries,Aldi,debit
2025-04-17,-234.12,Shopping,IKEA,debit
2025-04-17,-78.90,Transportation,BP Station,debit
2025-04-18,-112.45,Dining,Five Guys,debit
2025-04-18,-89.23,Groceries,Publix,debit
2025-04-19,-145.67,Utilities,Waste Management,debit
2025-04-19,1500.00,Freelance,Upwork Transfer,credit
2025-04-20,-67.89,Healthcare,Walgreens,debit
2025-04-20,-134.56,Shopping,Nordstrom,debit
2025-05-01,-89.12,Groceries,Trader Joe's,debit
2025-05-01,5200.00,Salary,Payroll Services Inc,credit
2025-05-02,-112.34,Dining,Olive Garden,debit
2025-05-02,-78.45,Insurance,Geico,debit
2025-05-03,-167.89,Shopping,Amazon,debit
2025-05-03,-56.78,Transportation,Uber,debit
2025-05-04,-134.12,Groceries,Whole Foods,debit
2025-05-04,-45.23,Entertainment,PlayStation Store,debit
2025-05-05,-89.67,Healthcare,Kaiser Permanente,debit
2025-05-05,-234.56,Utilities,Pacific Gas & Electric,debit
2025-05-06,-78.12,Dining,Chick-fil-A,debit
2025-05-06,1250.00,Freelance,Consulting Fee,credit
2025-05-07,-145.34,Groceries,Costco,debit
2025-05-07,-56.89,Shopping,Target,debit
2025-05-08,-112.45,Transportation,Shell Gas,debit
2025-05-08,-89.23,Insurance,Progressive,debit
2025-05-09,-167.78,Healthcare,CVS Pharmacy,debit
2025-05-09,-34.56,Subscriptions,Dropbox,debit
2025-05-10,-78.12,Dining,Subway,debit
2025-05-10,400.00,Investment,Dividend Payment,credit
2025-05-11,-134.56,Groceries,Safeway,debit
2025-05-11,-89.34,Shopping,Best Buy,debit
2025-05-12,-56.78,Entertainment,Steam,debit
2025-05-12,-112.23,Utilities,City Water,debit
2025-05-13,-145.67,Insurance,Allstate,debit
2025-05-13,-78.90,Groceries,Kroger,debit
2025-05-14,-89.12,Dining,Starbucks,debit
2025-05-14,-234.56,Shopping,Walmart,debit
2025-05-15,4750.00,Salary,Employer Direct Deposit,credit
2025-05-15,-67.34,Healthcare,Walgreens,debit
2025-05-16,-134.78,Groceries,Aldi,debit
2025-05-16,-56.12,Transportation,Lyft,debit
2025-05-17,-112.45,Dining,Chipotle,debit
2025-05-17,-89.67,Shopping,Home Depot,debit
2025-05-18,-167.23,Insurance,Liberty Mutual,debit
2025-05-18,-78.45,Utilities,AT&T Wireless,debit
2025-05-19,-134.56,Groceries,Publix,debit
2025-05-19,325.00,Refund,Amazon Refund,credit
2025-05-20,-89.12,Healthcare,Quest Diagnostics,debit
2025-05-20,-45.67,Entertainment,AMC Theaters,debit
2025-06-01,-112.34,Groceries,Trader Joe's,debit
2025-06-01,-78.90,Dining,Five Guys,debit
2025-06-02,5200.00,Salary,Payroll Services Inc,credit
2025-06-02,-134.56,Shopping,IKEA,debit
2025-06-03,-89.23,Transportation,EV Charging Co,debit
2025-06-03,-167.45,Insurance,State Farm,debit
2025-06-04,-56.78,Groceries,Whole Foods,debit
2025-06-04,-234.56,Healthcare,Kaiser Permanente,debit
2025-06-05,-78.12,Dining,Panera Bread,debit
2025-06-05,-112.34,Utilities,Comcast Internet,debit
2025-06-06,-145.67,Shopping,Nordstrom,debit
2025-06-06,1650.00,Freelance,Contract Work,credit
2025-06-07,-89.34,Groceries,Costco,debit
2025-06-07,-56.78,Entertainment,Spotify,debit
2025-06-08,-134.12,Dining,Olive Garden,debit
2025-06-08,-78.45,Insurance,Geico,debit
2025-06-09,-112.56,Healthcare,CVS Pharmacy,debit
2025-06-09,-89.23,Transportation,Metro Transit,debit
2025-06-10,-167.89,Groceries,Safeway,debit
2025-06-10,550.00,Investment,Capital Gains,credit
2025-06-11,-45.34,Subscriptions,Adobe Creative,debit
2025-06-11,-234.56,Shopping,Amazon,debit
2025-06-12,-78.12,Dining,Chick-fil-A,debit
2025-06-12,-134.67,Utilities,Verizon,debit
2025-06-13,-89.45,Groceries,Kroger,debit
2025-06-13,-56.78,Healthcare,Walgreens,debit
2025-06-14,-112.34,Transportation,Shell Gas,debit
2025-06-14,-167.89,Insurance,Progressive,debit
2025-06-15,4750.00,Salary,Employer Direct Deposit,credit
2025-06-15,-78.23,Dining,Subway,debit
2025-06-16,-134.56,Shopping,Target,debit
2025-06-16,-89.12,Groceries,Aldi,debit
2025-06-17,-45.67,Entertainment,Ticketmaster,debit
2025-06-17,-178.34,Healthcare,Anthem Insurance,debit
2025-06-18,-112.56,Dining,Starbucks,debit
2025-06-18,-56.78,Utilities,Waste Management,debit
2025-06-19,-234.12,Shopping,Best Buy,debit
2025-06-19,900.00,Freelance,Upwork Transfer,credit
2025-06-20,-89.45,Groceries,Publix,debit
2025-06-20,-145.67,Insurance,Allstate,debit
2025-07-01,-78.12,Groceries,Trader Joe's,debit
2025-07-01,5200.00,Salary,Payroll Services Inc,credit
2025-07-02,-112.34,Dining,Chipotle,debit
2025-07-02,-134.56,Shopping,Walmart,debit
2025-07-03,-89.23,Transportation,Uber,debit
2025-07-03,-167.45,Healthcare,CVS Pharmacy,debit
2025-07-04,-56.78,Groceries,Costco,debit
2025-07-04,-234.56,Insurance,Liberty Mutual,debit
2025-07-05,-78.90,Dining,Five Guys,debit
2025-07-05,-112.34,Utilities,Pacific Gas & Electric,debit
2025-07-06,-145.67,Shopping,Home Depot,debit
2025-07-06,1100.00,Freelance,Client Payment,credit
2025-07-07,-89.12,Entertainment,Netflix,debit
2025-07-07,-67.45,Groceries,Whole Foods,debit
2025-07-08,-134.78,Dining,Panera Bread,debit
2025-07-08,-56.23,Insurance,State Farm,debit
2025-07-09,-112.45,Healthcare,Walgreens,debit
2025-07-09,-89.67,Transportation,Lyft,debit
2025-07-10,-178.34,Groceries,Safeway,debit
2025-07-10,750.00,Investment,Bond Interest,credit
2025-07-11,-45.12,Subscriptions,Microsoft 365,debit
2025-07-11,-234.56,Shopping,IKEA,debit
2025-07-12,-78.90,Dining,Olive Garden,debit
2025-07-12,-134.23,Utilities,City Water,debit
2025-07-13,-89.56,Groceries,Kroger,debit
2025-07-13,-112.34,Healthcare,Kaiser Permanente,debit
2025-07-14,-56.78,Entertainment,Spotify,debit
2025-07-14,-167.89,Insurance,Geico,debit
2025-07-15,4750.00,Salary,Employer Direct Deposit,credit
2025-07-15,-134.56,Shopping,Nordstrom,debit
2025-07-16,-78.23,Dining,Chick-fil-A,debit
2025-07-16,-89.12,Groceries,Aldi,debit
2025-07-17,-112.67,Transportation,Shell Gas,debit
2025-07-17,-234.56,Healthcare,Quest Diagnostics,debit
2025-07-18,-56.34,Dining,Subway,debit
2025-07-18,-145.78,Utilities,AT&T Wireless,debit
2025-07-19,-89.12,Shopping,Target,debit
2025-07-19,200.00,Refund,Store Credit Return,credit
2025-07-20,-134.45,Groceries,Publix,debit
2025-07-20,-78.90,Insurance,Progressive,debit
2025-08-01,-112.34,Groceries,Trader Joe's,debit
2025-08-01,5200.00,Salary,Payroll Services Inc,credit
2025-08-02,-89.56,Dining,Starbucks,debit
2025-08-02,-167.23,Shopping,Amazon,debit
2025-08-03,-78.12,Transportation,BP Station,debit
2025-08-03,-134.45,Insurance,Allstate,debit
2025-08-04,-56.78,Groceries,Whole Foods,debit
2025-08-04,-234.56,Healthcare,CVS Pharmacy,debit
2025-08-05,-89.34,Dining,Chipotle,debit
2025-08-05,-112.67,Utilities,Verizon,debit
2025-08-06,-145.23,Shopping,Best Buy,debit
2025-08-06,1400.00,Freelance,Consulting Fee,credit
2025-08-07,-67.89,Entertainment,AMC Theaters,debit
2025-08-07,-78.12,Groceries,Costco,debit
2025-08-08,-134.56,Dining,Five Guys,debit
2025-08-08,-89.23,Insurance,Liberty Mutual,debit
2025-08-09,-112.45,Healthcare,Walgreens,debit
2025-08-09,-56.78,Transportation,EV Charging Co,debit
2025-08-10,-167.34,Groceries,Safeway,debit
2025-08-10,475.00,Investment,REIT Distribution,credit
2025-08-11,-89.12,Dining,Olive Garden,debit
2025-08-11,-234.56,Shopping,Walmart,debit
2025-08-12,-78.45,Utilities,Waste Management,debit
2025-08-12,-134.67,Insurance,State Farm,debit
2025-08-13,-56.23,Groceries,Kroger,debit
2025-08-13,-112.34,Healthcare,Kaiser Permanente,debit
2025-08-14,-89.78,Dining,Panera Bread,debit
2025-08-14,-23.45,Subscriptions,NYT Digital,debit
2025-08-15,4750.00,Salary,Employer Direct Deposit,credit
2025-08-15,-145.56,Shopping,Home Depot,debit
2025-08-16,-67.89,Transportation,Uber,debit
2025-08-16,-78.12,Groceries,Aldi,debit
2025-08-17,-134.56,Dining,Chick-fil-A,debit
2025-08-17,-89.34,Entertainment,PlayStation Store,debit
2025-08-18,-112.78,Shopping,IKEA,debit
2025-08-18,-56.45,Healthcare,Quest Diagnostics,debit
2025-08-19,-167.23,Groceries,Publix,debit
2025-08-19,325.00,Refund,Insurance Reimbursement,credit
2025-08-20,-78.90,Utilities,Pacific Gas & Electric,debit
2025-08-20,-134.12,Insurance,Geico,debit
2025-09-01,-89.56,Groceries,Trader Joe's,debit
2025-09-01,5200.00,Salary,Payroll Services Inc,credit
2025-09-02,-112.34,Shopping,Nordstrom,debit
2025-09-02,-56.78,Dining,Subway,debit
2025-09-03,-167.45,Insurance,Progressive,debit
2025-09-03,-78.23,Transportation,Shell Gas,debit
2025-09-04,-134.56,Groceries,Whole Foods,debit
2025-09-04,-89.12,Healthcare,CVS Pharmacy,debit
2025-09-05,-234.78,Shopping,Amazon,debit
2025-09-05,-45.67,Entertainment,Netflix,debit
2025-09-06,-112.34,Dining,Chipotle,debit
2025-09-06,1750.00,Freelance,Contract Work,credit
2025-09-07,-78.56,Groceries,Costco,debit
2025-09-07,-134.23,Utilities,Comcast Internet,debit
2025-09-08,-89.45,Dining,Starbucks,debit
2025-09-08,-167.12,Insurance,Allstate,debit
2025-09-09,-56.78,Healthcare,Walgreens,debit
2025-09-09,-112.34,Transportation,Lyft,debit
2025-09-10,-145.67,Groceries,Safeway,debit
2025-09-10,600.00,Investment,Dividend Payment,credit
2025-09-11,-89.23,Dining,Five Guys,debit
2025-09-11,-234.56,Shopping,Target,debit
2025-09-12,-78.12,Utilities,City Water,debit
2025-09-12,-134.45,Insurance,Liberty Mutual,debit
2025-09-13,-67.89,Groceries,Kroger,debit
2025-09-13,-112.56,Healthcare,Anthem Insurance,debit
2025-09-14,-89.34,Entertainment,Spotify,debit
2025-09-14,-56.78,Dining,Olive Garden,debit
2025-09-15,4750.00,Salary,Employer Direct Deposit,credit
2025-09-15,-178.23,Shopping,IKEA,debit
2025-09-16,-134.56,Groceries,Aldi,debit
2025-09-16,-45.12,Transportation,Chevron,debit
2025-09-17,-89.78,Dining,Panera Bread,debit
2025-09-17,-234.12,Healthcare,CVS Pharmacy,debit
2025-09-18,-112.45,Shopping,Best Buy,debit
2025-09-18,-78.34,Utilities,AT&T Wireless,debit
2025-09-19,-56.67,Groceries,Publix,debit
2025-09-19,1200.00,Freelance,Upwork Transfer,credit
2025-09-20,-167.89,Insurance,State Farm,debit
2025-09-20,-89.12,Dining,Chick-fil-A,debit
2025-10-01,-134.56,Groceries,Trader Joe's,debit
2025-10-01,5200.00,Salary,Payroll Services Inc,credit
2025-10-02,-78.23,Shopping,Walmart,debit
2025-10-02,-112.45,Dining,Subway,debit
2025-10-03,-89.67,Insurance,Geico,debit
2025-10-03,-56.34,Transportation,Uber,debit
2025-10-04,-167.78,Groceries,Whole Foods,debit
2025-10-04,-234.56,Healthcare,Kaiser Permanente,debit
2025-10-05,-78.12,Entertainment,AMC Theaters,debit
2025-10-05,-112.34,Utilities,Verizon,debit
2025-10-06,-145.56,Shopping,Home Depot,debit
2025-10-06,850.00,Freelance,Client Payment,credit
2025-10-07,-89.23,Dining,Chipotle,debit
2025-10-07,-134.67,Groceries,Costco,debit
2025-10-08,-56.78,Transportation,Shell Gas,debit
2025-10-08,-167.12,Insurance,Progressive,debit
2025-10-09,-78.45,Healthcare,CVS Pharmacy,debit
2025-10-09,-112.34,Dining,Starbucks,debit
2025-10-10,-234.56,Shopping,IKEA,debit
2025-10-10,525.00,Investment,Capital Gains,credit
2025-10-11,-89.12,Groceries,Safeway,debit
2025-10-11,-145.34,Utilities,Waste Management,debit
2025-10-12,-67.78,Dining,Five Guys,debit
2025-10-12,-134.56,Insurance,Allstate,debit
2025-10-13,-78.23,Entertainment,Steam,debit
2025-10-13,-112.45,Healthcare,Walgreens,debit
2025-10-14,-56.89,Groceries,Kroger,debit
2025-10-14,-34.56,Subscriptions,Dropbox,debit
2025-10-15,4750.00,Salary,Employer Direct Deposit,credit
2025-10-15,-167.34,Shopping,Nordstrom,debit
2025-10-16,-89.12,Dining,Panera Bread,debit
2025-10-16,-78.56,Transportation,Lyft,debit
2025-10-17,-134.23,Groceries,Aldi,debit
2025-10-17,-112.67,Healthcare,Quest Diagnostics,debit
2025-10-18,-56.78,Shopping,Target,debit
2025-10-18,-89.34,Utilities,Pacific Gas & Electric,debit
2025-10-19,-145.12,Dining,Olive Garden,debit
2025-10-19,275.00,Refund,Amazon Refund,credit
2025-10-20,-234.56,Insurance,Liberty Mutual,debit
2025-10-20,-78.45,Groceries,Publix,debit
2025-11-01,-112.34,Groceries,Trader Joe's,debit
2025-11-01,5200.00,Salary,Payroll Services Inc,credit
2025-11-02,-89.56,Dining,Chick-fil-A,debit
2025-11-02,-134.78,Shopping,Amazon,debit
