date,amount,category,merchant,type
2025-11-03,-78.12,Transportation,BP Station,debit
2025-11-03,-167.45,Insurance,State Farm,debit
2025-11-04,-56.89,Groceries,Whole Foods,debit
2025-11-04,-234.12,Healthcare,CVS Pharmacy,debit
2025-11-05,-112.34,Dining,Subway,debit
2025-11-05,-89.67,Utilities,Comcast Internet,debit
2025-11-06,-145.23,Shopping,Best Buy,debit
2025-11-06,1600.00,Freelance,Consulting Fee,credit
2025-11-07,-78.45,Entertainment,Ticketmaster,debit
2025-11-07,-134.56,Groceries,Costco,debit
2025-11-08,-67.23,Dining,Chipotle,debit
2025-11-08,-112.89,Insurance,Geico,debit
2025-11-09,-89.34,Healthcare,Walgreens,debit
2025-11-09,-56.78,Transportation,EV Charging Co,debit
2025-11-10,-167.45,Groceries,Safeway,debit
2025-11-10,700.00,Investment,Bond Interest,credit
2025-11-11,-78.12,Dining,Starbucks,debit
2025-11-11,-234.56,Shopping,Walmart,debit
2025-11-12,-134.23,Utilities,City Water,debit
2025-11-12,-89.67,Insurance,Progressive,debit
2025-11-13,-56.45,Groceries,Kroger,debit
2025-11-13,-112.34,Healthcare,Kaiser Permanente,debit
2025-11-14,-145.78,Dining,Five Guys,debit
2025-11-14,-23.45,Subscriptions,Adobe Creative,debit
2025-11-15,4750.00,Salary,Employer Direct Deposit,credit
2025-11-15,-78.90,Shopping,Home Depot,debit
2025-11-16,-89.12,Transportation,Metro Transit,debit
2025-11-16,-134.56,Groceries,Aldi,debit
2025-11-17,-167.23,Dining,Panera Bread,debit
2025-11-17,-56.78,Entertainment,Netflix,debit
2025-11-18,-112.45,Shopping,IKEA,debit
2025-11-18,-89.34,Healthcare,Anthem Insurance,debit
2025-11-19,-234.56,Insurance,Allstate,debit
2025-11-19,1350.00,Freelance,Upwork Transfer,credit
2025-11-20,-78.12,Groceries,Publix,debit
2025-11-20,-145.67,Utilities,AT&T Wireless,debit
2025-12-01,-89.23,Groceries,Trader Joe's,debit
2025-12-01,5200.00,Salary,Payroll Services Inc,credit
2025-12-02,-134.56,Shopping,Nordstrom,debit
2025-12-02,-56.78,Dining,Olive Garden,debit
2025-12-03,-167.12,Insurance,Liberty Mutual,debit
2025-12-03,-78.45,Transportation,Shell Gas,debit
2025-12-04,-112.34,Groceries,Whole Foods,debit
2025-12-04,-234.56,Healthcare,CVS Pharmacy,debit
2025-12-05,-89.67,Dining,Chipotle,debit
2025-12-05,-145.23,Utilities,Verizon,debit
2025-12-06,-56.78,Shopping,Target,debit
2025-12-06,1100.00,Freelance,Contract Work,credit
2025-12-07,-134.12,Entertainment,Spotify,debit
2025-12-07,-78.90,Groceries,Costco,debit
2025-12-08,-112.45,Dining,Five Guys,debit
2025-12-08,-89.23,Insurance,State Farm,debit
2025-12-09,-167.56,Healthcare,Walgreens,debit
2025-12-09,-56.34,Transportation,Uber,debit
2025-12-10,-145.78,Groceries,Safeway,debit
2025-12-10,425.00,Investment,REIT Distribution,credit
2025-12-11,-78.12,Dining,Starbucks,debit
2025-12-11,-234.56,Shopping,Amazon,debit
2025-12-12,-112.34,Utilities,Waste Management,debit
2025-12-12,-89.45,Insurance,Geico,debit
2025-12-13,-134.67,Groceries,Kroger,debit
2025-12-13,-56.78,Healthcare,Kaiser Permanente,debit
2025-12-14,-78.23,Dining,Panera Bread,debit
2025-12-14,-167.89,Shopping,Home Depot,debit
2025-12-15,4750.00,Salary,Employer Direct Deposit,credit
2025-12-15,-89.12,Entertainment,AMC Theaters,debit
2025-12-16,-134.45,Groceries,Aldi,debit
2025-12-16,-45.67,Transportation,Lyft,debit
2025-12-17,-112.78,Dining,Chick-fil-A,debit
2025-12-17,-78.90,Shopping,IKEA,debit
2025-12-18,-234.56,Insurance,Progressive,debit
2025-12-18,-56.12,Healthcare,Quest Diagnostics,debit
2025-12-19,-145.34,Groceries,Publix,debit
2025-12-19,300.00,Refund,Store Credit Return,credit
2025-12-20,-89.67,Utilities,Pacific Gas & Electric,debit
2025-12-20,-112.34,Dining,Subway,debit
2025-12-21,-78.45,Shopping,Walmart,debit
2025-12-21,-134.56,Insurance,Allstate,debit
2025-12-22,-56.78,Groceries,Trader Joe's,debit
2025-12-22,-89.12,Healthcare,CVS Pharmacy,debit
2025-12-23,-167.34,Dining,Olive Garden,debit
2025-12-23,-234.56,Shopping,Best Buy,debit
2025-12-24,-78.90,Transportation,Chevron,debit
2025-12-24,1800.00,Freelance,Client Payment,credit
2025-12-25,-112.34,Groceries,Whole Foods,debit
2025-12-25,-145.67,Utilities,Comcast Internet,debit
2025-12-26,-89.23,Entertainment,PlayStation Store,debit
2025-12-26,-56.78,Dining,Starbucks,debit
2025-12-27,-134.12,Shopping,Nordstrom,debit
2025-12-27,-78.45,Healthcare,Walgreens,debit
2025-12-28,-167.89,Insurance,Liberty Mutual,debit
2025-12-28,-34.56,Subscriptions,Microsoft 365,debit
2025-12-29,-89.12,Groceries,Safeway,debit
2025-12-29,950.00,Investment,Capital Gains,credit
2025-12-30,-112.34,Dining,Five Guys,debit
2025-12-30,-234.56,Shopping,Amazon,debit
2025-12-31,-78.90,Groceries,Costco,debit
2025-12-31,-56.78,Utilities,City Water,debit
2025-01-02,-123.45,Groceries,Whole Foods,debit
2025-01-02,-67.89,Dining,Olive Garden,debit
2025-01-03,-89.12,Shopping,Target,debit
2025-01-03,3800.00,Salary,Employer Direct Deposit,credit
2025-01-04,-145.67,Insurance,State Farm,debit
2025-01-04,-56.78,Transportation,Shell Gas,debit
2025-01-05,-78.90,Groceries,Safeway,debit
2025-01-05,-234.56,Healthcare,Kaiser Permanente,debit
2025-01-06,-34.56,Entertainment,Netflix,debit
2025-01-06,-112.34,Utilities,Pacific Gas & Electric,debit
2025-01-07,-89.23,Dining,Chipotle,debit
2025-01-07,1450.00,Freelance,Client Payment,credit
2025-01-08,-134.56,Groceries,Kroger,debit
2025-01-08,-56.78,Shopping,Amazon,debit
2025-01-09,-167.89,Healthcare,CVS Pharmacy,debit
2025-01-09,-78.45,Transportation,Uber,debit
2025-01-10,-89.12,Dining,Starbucks,debit
2025-01-10,-112.34,Insurance,Geico,debit
2025-01-11,-45.67,Subscriptions,Dropbox,debit
2025-01-11,-234.56,Shopping,Best Buy,debit
2025-01-12,-78.90,Groceries,Aldi,debit
2025-01-12,625.00,Investment,Dividend Payment,credit
2025-01-13,-134.56,Dining,Panera Bread,debit
2025-01-13,-89.23,Utilities,Comcast Internet,debit
2025-01-14,-56.78,Entertainment,Spotify,debit
2025-01-14,-167.89,Shopping,Nordstrom,debit
2025-01-15,3800.00,Salary,Payroll Services Inc,credit
2025-01-15,-112.34,Groceries,Publix,debit
2025-01-16,-78.90,Healthcare,Walgreens,debit
2025-01-16,-89.12,Dining,Five Guys,debit
2025-01-17,-234.56,Insurance,Progressive,debit
2025-01-17,-45.67,Transportation,Lyft,debit
2025-01-18,-134.56,Groceries,Trader Joe's,debit
2025-01-18,-56.78,Shopping,Walmart,debit
2025-01-19,-89.12,Healthcare,Quest Diagnostics,debit
2025-01-19,-112.34,Utilities,City Water,debit
2025-01-20,-67.89,Dining,Subway,debit
2025-01-20,275.00,Refund,Amazon Refund,credit
2025-02-02,-145.67,Groceries,Costco,debit
2025-02-02,-78.90,Shopping,Home Depot,debit
2025-02-03,-89.12,Dining,Chick-fil-A,debit
2025-02-03,3800.00,Salary,Employer Direct Deposit,credit
2025-02-04,-112.34,Insurance,Allstate,debit
2025-02-04,-56.78,Transportation,EV Charging Co,debit
2025-02-05,-234.56,Groceries,Whole Foods,debit
2025-02-05,-134.56,Healthcare,CVS Pharmacy,debit
2025-02-06,-67.89,Entertainment,AMC Theaters,debit
2025-02-06,-89.12,Dining,Olive Garden,debit
2025-02-07,-78.45,Utilities,AT&T Wireless,debit
2025-02-07,1100.00,Freelance,Upwork Transfer,credit
2025-02-08,-145.67,Groceries,Safeway,debit
2025-02-08,-56.78,Shopping,IKEA,debit
2025-02-09,-112.34,Healthcare,Walgreens,debit
2025-02-09,-89.12,Transportation,Metro Transit,debit
2025-02-10,-134.56,Dining,Starbucks,debit
2025-02-10,-234.56,Insurance,Liberty Mutual,debit
2025-02-11,-78.90,Groceries,Kroger,debit
2025-02-11,-23.45,Subscriptions,NYT Digital,debit
2025-02-12,-89.12,Shopping,Target,debit
2025-02-12,450.00,Investment,Capital Gains,credit
2025-02-13,-167.89,Dining,Panera Bread,debit
2025-02-13,-112.34,Utilities,Verizon,debit
2025-02-14,-56.78,Entertainment,Steam,debit
2025-02-14,-134.56,Healthcare,Anthem Insurance,debit
2025-02-15,3800.00,Salary,Payroll Services Inc,credit
2025-02-15,-89.12,Groceries,Aldi,debit
2025-02-16,-78.45,Shopping,Amazon,debit
2025-02-16,-145.67,Insurance,State Farm,debit
2025-02-17,-112.34,Dining,Chipotle,debit
2025-02-17,-56.78,Transportation,Chevron,debit
2025-02-18,-234.56,Groceries,Publix,debit
2025-02-18,-67.89,Healthcare,Kaiser Permanente,debit
2025-02-19,-89.12,Utilities,Waste Management,debit
2025-02-19,175.00,Refund,Store Credit Return,credit
2025-02-20,-134.56,Dining,Five Guys,debit
2025-02-20,-78.90,Shopping,Best Buy,debit
2025-03-02,-112.34,Groceries,Trader Joe's,debit
2025-03-02,-89.12,Dining,Subway,debit
2025-03-03,3800.00,Salary,Employer Direct Deposit,credit
2025-03-03,-167.45,Shopping,Walmart,debit
2025-03-04,-56.78,Insurance,Geico,debit
2025-03-04,-234.56,Healthcare,CVS Pharmacy,debit
2025-03-05,-78.90,Transportation,Shell Gas,debit
2025-03-05,-134.56,Groceries,Costco,debit
2025-03-06,-89.12,Entertainment,Ticketmaster,debit
2025-03-06,-112.34,Utilities,Pacific Gas & Electric,debit
2025-03-07,-45.67,Dining,Chipotle,debit
2025-03-07,850.00,Freelance,Contract Work,credit
2025-03-08,-167.89,Shopping,Nordstrom,debit
2025-03-08,-78.45,Groceries,Whole Foods,debit
2025-03-09,-134.56,Healthcare,Walgreens,debit
2025-03-09,-56.78,Transportation,Lyft,debit
2025-03-10,-89.12,Dining,Olive Garden,debit
2025-03-10,-112.34,Insurance,Progressive,debit
2025-03-11,-234.56,Shopping,Home Depot,debit
2025-03-11,-78.90,Groceries,Safeway,debit
2025-03-12,-145.67,Utilities,Comcast Internet,debit
2025-03-12,375.00,Investment,Bond Interest,credit
2025-03-13,-89.12,Dining,Starbucks,debit
2025-03-13,-56.78,Entertainment,Spotify,debit
2025-03-14,-134.56,Healthcare,Kaiser Permanente,debit
2025-03-14,-167.89,Shopping,IKEA,debit
2025-03-15,3800.00,Salary,Payroll Services Inc,credit
2025-03-15,-78.90,Groceries,Kroger,debit
2025-03-16,-112.34,Insurance,Allstate,debit
2025-03-16,-89.12,Dining,Five Guys,debit
2025-03-17,-234.56,Shopping,Amazon,debit
2025-03-17,-45.67,Transportation,Uber,debit
2025-03-18,-134.56,Groceries,Aldi,debit
2025-03-18,-56.78,Healthcare,CVS Pharmacy,debit
2025-03-19,-167.89,Utilities,City Water,debit
2025-03-19,200.00,Refund,Insurance Reimbursement,credit
2025-03-20,-89.12,Dining,Panera Bread,debit
2025-03-20,-78.45,Shopping,Target,debit
2025-04-02,-112.34,Groceries,Publix,debit
2025-04-02,-134.56,Dining,Chick-fil-A,debit
2025-04-03,3800.00,Salary,Employer Direct Deposit,credit
2025-04-03,-89.12,Insurance,Liberty Mutual,debit
2025-04-04,-167.89,Shopping,Best Buy,debit
2025-04-04,-56.78,Transportation,BP Station,debit
2025-04-05,-234.56,Groceries,Trader Joe's,debit
2025-04-05,-78.90,Healthcare,Walgreens,debit
2025-04-06,-112.34,Dining,Subway,debit
2025-04-06,-89.12,Utilities,Verizon,debit
2025-04-07,-134.56,Entertainment,AMC Theaters,debit
2025-04-07,1250.00,Freelance,Consulting Fee,credit
2025-04-08,-56.78,Shopping,Walmart,debit
2025-04-08,-167.89,Groceries,Whole Foods,debit
2025-04-09,-78.45,Healthcare,Quest Diagnostics,debit
2025-04-09,-89.12,Dining,Chipotle,debit
2025-04-10,-112.34,Insurance,State Farm,debit
2025-04-10,-234.56,Shopping,Nordstrom,debit
2025-04-11,-45.67,Subscriptions,LinkedIn Premium,debit
2025-04-11,-134.56,Groceries,Costco,debit
2025-04-12,-78.90,Transportation,EV Charging Co,debit
2025-04-12,550.00,Investment,REIT Distribution,credit
2025-04-13,-89.12,Dining,Starbucks,debit
2025-04-13,-112.34,Utilities,Waste Management,debit
2025-04-14,-56.78,Entertainment,PlayStation Store,debit
2025-04-14,-167.89,Healthcare,CVS Pharmacy,debit
2025-04-15,3800.00,Salary,Payroll Services Inc,credit
2025-04-15,-134.56,Groceries,Safeway,debit
2025-04-16,-78.90,Insurance,Geico,debit
2025-04-16,-89.12,Dining,Five Guys,debit
2025-04-17,-234.56,Shopping,Amazon,debit
2025-04-17,-56.78,Transportation,Shell Gas,debit
2025-04-18,-112.34,Groceries,Kroger,debit
2025-04-18,-145.67,Healthcare,Kaiser Permanente,debit
2025-04-19,-67.89,Utilities,Pacific Gas & Electric,debit
2025-04-19,300.00,Refund,Amazon Refund,credit
2025-04-20,-89.12,Dining,Olive Garden,debit
2025-04-20,-78.45,Shopping,Home Depot,debit
2025-05-02,-134.56,Groceries,Aldi,debit
2025-05-02,-112.34,Insurance,Allstate,debit
2025-05-03,3800.00,Salary,Employer Direct Deposit,credit
2025-05-03,-56.78,Dining,Panera Bread,debit
2025-05-04,-167.89,Shopping,IKEA,debit
2025-05-04,-89.12,Transportation,Lyft,debit
2025-05-05,-78.45,Groceries,Publix,debit
2025-05-05,-234.56,Healthcare,Anthem Insurance,debit
2025-05-06,-134.56,Dining,Chick-fil-A,debit
2025-05-06,-45.67,Entertainment,Netflix,debit
2025-05-07,-112.34,Utilities,AT&T Wireless,debit
2025-05-07,1550.00,Freelance,Upwork Transfer,credit
2025-05-08,-89.12,Shopping,Target,debit
2025-05-08,-78.90,Groceries,Trader Joe's,debit
2025-05-09,-56.78,Healthcare,CVS Pharmacy,debit
2025-05-09,-167.89,Insurance,Progressive,debit
2025-05-10,-134.56,Dining,Subway,debit
2025-05-10,-112.34,Transportation,Uber,debit
2025-05-11,-89.12,Groceries,Whole Foods,debit
2025-05-11,-23.45,Subscriptions,Adobe Creative,debit
2025-05-12,-78.45,Shopping,Best Buy,debit
2025-05-12,475.00,Investment,Dividend Payment,credit
2025-05-13,-234.56,Dining,Olive Garden,debit
2025-05-13,-56.78,Utilities,Comcast Internet,debit
2025-05-14,-145.67,Healthcare,Walgreens,debit
2025-05-14,-89.12,Entertainment,Spotify,debit
2025-05-15,3800.00,Salary,Payroll Services Inc,credit
2025-05-15,-134.56,Groceries,Costco,debit
2025-05-16,-78.90,Insurance,Liberty Mutual,debit
2025-05-16,-112.34,Dining,Chipotle,debit
2025-05-17,-167.89,Shopping,Walmart,debit
2025-05-17,-56.78,Transportation,Metro Transit,debit
2025-05-18,-89.12,Groceries,Safeway,debit
2025-05-18,-234.56,Healthcare,Kaiser Permanente,debit
2025-05-19,-78.45,Utilities,City Water,debit
2025-05-19,225.00,Refund,Store Credit Return,credit
2025-05-20,-134.56,Dining,Starbucks,debit
2025-05-20,-112.34,Shopping,Nordstrom,debit
2025-06-02,-89.12,Groceries,Kroger,debit
2025-06-02,-56.78,Insurance,State Farm,debit
2025-06-03,3800.00,Salary,Employer Direct Deposit,credit
2025-06-03,-145.67,Dining,Five Guys,debit
2025-06-04,-78.90,Shopping,Home Depot,debit
2025-06-04,-234.56,Healthcare,CVS Pharmacy,debit
2025-06-05,-112.34,Transportation,Shell Gas,debit
2025-06-05,-89.12,Groceries,Aldi,debit
2025-06-06,-167.89,Entertainment,AMC Theaters,debit
2025-06-06,-56.78,Utilities,Verizon,debit
2025-06-07,-134.56,Dining,Panera Bread,debit
2025-06-07,925.00,Freelance,Contract Work,credit
2025-06-08,-78.45,Shopping,IKEA,debit
2025-06-08,-89.12,Groceries,Publix,debit
2025-06-09,-112.34,Healthcare,Walgreens,debit
2025-06-09,-234.56,Insurance,Geico,debit
2025-06-10,-56.78,Dining,Chick-fil-A,debit
2025-06-10,-145.67,Transportation,Lyft,debit
2025-06-11,-78.90,Groceries,Trader Joe's,debit
2025-06-11,-34.56,Subscriptions,Microsoft 365,debit
2025-06-12,-89.12,Shopping,Amazon,debit
2025-06-12,750.00,Investment,Capital Gains,credit
2025-06-13,-134.56,Dining,Subway,debit
2025-06-13,-167.89,Utilities,Waste Management,debit
2025-06-14,-112.34,Healthcare,Quest Diagnostics,debit
2025-06-14,-56.78,Entertainment,Steam,debit
2025-06-15,3800.00,Salary,Payroll Services Inc,credit
2025-06-15,-89.12,Groceries,Whole Foods,debit
2025-06-16,-78.45,Insurance,Progressive,debit
2025-06-16,-234.56,Dining,Olive Garden,debit
2025-06-17,-134.56,Shopping,Target,debit
2025-06-17,-112.34,Transportation,Uber,debit
2025-06-18,-56.78,Groceries,Costco,debit
2025-06-18,-167.89,Healthcare,Anthem Insurance,debit
2025-06-19,-89.12,Utilities,Pacific Gas & Electric,debit
2025-06-19,150.00,Refund,Insurance Reimbursement,credit
2025-06-20,-78.45,Dining,Starbucks,debit
2025-06-20,-145.67,Shopping,Best Buy,debit
2025-07-02,-112.34,Groceries,Safeway,debit
2025-07-02,-89.23,Dining,Panera Bread,debit
2025-07-03,3800.00,Salary,Employer Direct Deposit,credit
2025-07-03,-167.45,Insurance,Allstate,debit
2025-07-04,-56.78,Shopping,Walmart,debit
2025-07-04,-134.56,Transportation,Chevron,debit
2025-07-05,-78.90,Groceries,Kroger,debit
2025-07-05,-234.56,Healthcare,CVS Pharmacy,debit
2025-07-06,-89.12,Dining,Chipotle,debit
2025-07-06,-112.34,Utilities,Comcast Internet,debit
2025-07-07,-45.67,Entertainment,Netflix,debit
2025-07-07,1350.00,Freelance,Client Payment,credit
2025-07-08,-134.56,Shopping,Nordstrom,debit
2025-07-08,-78.45,Groceries,Aldi,debit
2025-07-09,-167.89,Healthcare,Walgreens,debit
2025-07-09,-56.78,Dining,Subway,debit
2025-07-10,-89.12,Insurance,Liberty Mutual,debit
2025-07-10,-112.34,Transportation,Shell Gas,debit
2025-07-11,-234.56,Shopping,IKEA,debit
2025-07-11,-78.90,Groceries,Publix,debit
2025-07-12,-134.56,Utilities,AT&T Wireless,debit
2025-07-12,525.00,Investment,Bond Interest,credit
2025-07-13,-89.12,Dining,Five Guys,debit
2025-07-13,-56.78,Entertainment,Spotify,debit
2025-07-14,-167.89,Healthcare,Kaiser Permanente,debit
2025-07-14,-112.34,Shopping,Amazon,debit
2025-07-15,3800.00,Salary,Payroll Services Inc,credit
2025-07-15,-78.90,Groceries,Trader Joe's,debit
2025-07-16,-134.56,Insurance,State Farm,debit
2025-07-16,-89.12,Dining,Olive Garden,debit
2025-07-17,-234.56,Shopping,Best Buy,debit
2025-07-17,-56.78,Transportation,Uber,debit
2025-07-18,-112.34,Groceries,Whole Foods,debit
2025-07-18,-145.67,Healthcare,CVS Pharmacy,debit
2025-07-19,-78.90,Utilities,Verizon,debit
2025-07-19,200.00,Refund,Store Credit Return,credit
2025-07-20,-89.12,Dining,Chick-fil-A,debit
2025-07-20,-167.89,Shopping,Target,debit
2025-08-02,-134.56,Groceries,Costco,debit
2025-08-02,-56.78,Insurance,Geico,debit
2025-08-03,3800.00,Salary,Employer Direct Deposit,credit
2025-08-03,-112.34,Dining,Starbucks,debit
2025-08-04,-89.23,Shopping,Home Depot,debit
2025-08-04,-234.56,Healthcare,Walgreens,debit
2025-08-05,-78.90,Transportation,Lyft,debit
2025-08-05,-167.89,Groceries,Safeway,debit
2025-08-06,-112.34,Dining,Panera Bread,debit
2025-08-06,-45.67,Entertainment,AMC Theaters,debit
2025-08-07,-134.56,Utilities,City Water,debit
2025-08-07,1100.00,Freelance,Upwork Transfer,credit
2025-08-08,-89.12,Shopping,IKEA,debit
2025-08-08,-56.78,Groceries,Kroger,debit
2025-08-09,-167.45,Healthcare,Quest Diagnostics,debit
2025-08-09,-78.12,Insurance,Progressive,debit
2025-08-10,-234.56,Dining,Olive Garden,debit
2025-08-10,-112.34,Transportation,EV Charging Co,debit
2025-08-11,-89.12,Groceries,Aldi,debit
2025-08-11,-23.45,Subscriptions,Dropbox,debit
2025-08-12,-134.56,Shopping,Walmart,debit
2025-08-12,650.00,Investment,REIT Distribution,credit
2025-08-13,-78.90,Dining,Chipotle,debit
2025-08-13,-56.78,Utilities,Waste Management,debit
2025-08-14,-167.89,Healthcare,Anthem Insurance,debit
2025-08-14,-89.12,Entertainment,PlayStation Store,debit
2025-08-15,3800.00,Salary,Payroll Services Inc,credit
2025-08-15,-112.34,Groceries,Publix,debit
2025-08-16,-134.56,Insurance,Allstate,debit
2025-08-16,-78.45,Dining,Five Guys,debit
2025-08-17,-234.56,Shopping,Nordstrom,debit
2025-08-17,-56.78,Transportation,Metro Transit,debit
2025-08-18,-89.12,Groceries,Trader Joe's,debit
2025-08-18,-167.89,Healthcare,CVS Pharmacy,debit
2025-08-19,-112.34,Utilities,Pacific Gas & Electric,debit
2025-08-19,325.00,Refund,Amazon Refund,credit
2025-08-20,-78.90,Dining,Subway,debit
2025-08-20,-145.67,Shopping,Amazon,debit
2025-09-02,-134.56,Groceries,Whole Foods,debit
2025-09-02,-89.12,Insurance,Liberty Mutual,debit
2025-09-03,3800.00,Salary,Employer Direct Deposit,credit
2025-09-03,-56.78,Dining,Chick-fil-A,debit
2025-09-04,-167.89,Shopping,Best Buy,debit
2025-09-04,-112.34,Healthcare,Walgreens,debit
2025-09-05,-78.45,Transportation,Shell Gas,debit
2025-09-05,-234.56,Groceries,Costco,debit
2025-09-06,-89.12,Entertainment,Steam,debit
2025-09-06,-134.56,Utilities,Comcast Internet,debit
2025-09-07,-56.78,Dining,Starbucks,debit
2025-09-07,1500.00,Freelance,Contract Work,credit
2025-09-08,-112.34,Shopping,Target,debit
2025-09-08,-78.90,Groceries,Safeway,debit
2025-09-09,-167.89,Healthcare,Kaiser Permanente,debit
2025-09-09,-89.12,Insurance,State Farm,debit
2025-09-10,-234.56,Dining,Panera Bread,debit
2025-09-10,-45.67,Transportation,Uber,debit
2025-09-11,-134.56,Groceries,Kroger,debit
2025-09-11,-78.90,Subscriptions,NYT Digital,debit
2025-09-12,-56.78,Shopping,Walmart,debit
2025-09-12,400.00,Investment,Dividend Payment,credit
2025-09-13,-89.12,Dining,Olive Garden,debit
2025-09-13,-112.34,Utilities,AT&T Wireless,debit
2025-09-14,-167.89,Healthcare,CVS Pharmacy,debit
2025-09-14,-134.56,Entertainment,Ticketmaster,debit
2025-09-15,3800.00,Salary,Payroll Services Inc,credit
2025-09-15,-78.90,Groceries,Aldi,debit
2025-09-16,-234.56,Insurance,Geico,debit
2025-09-16,-89.12,Dining,Five Guys,debit
2025-09-17,-56.78,Shopping,Home Depot,debit
2025-09-17,-112.34,Transportation,Lyft,debit
2025-09-18,-134.56,Groceries,Publix,debit
2025-09-18,-167.89,Healthcare,Walgreens,debit
2025-09-19,-78.90,Utilities,Verizon,debit
2025-09-19,275.00,Refund,Insurance Reimbursement,credit
2025-09-20,-89.12,Dining,Subway,debit
2025-09-20,-145.67,Shopping,IKEA,debit
2025-10-02,-112.34,Groceries,Trader Joe's,debit
2025-10-02,-56.78,Insurance,Progressive,debit
2025-10-03,3800.00,Salary,Employer Direct Deposit,credit
2025-10-03,-89.12,Dining,Chipotle,debit
2025-10-04,-234.56,Shopping,Nordstrom,debit
2025-10-04,-78.45,Healthcare,Kaiser Permanente,debit
2025-10-05,-167.89,Transportation,EV Charging Co,debit
2025-10-05,-134.56,Groceries,Whole Foods,debit
2025-10-06,-56.78,Entertainment,Netflix,debit
2025-10-06,-89.12,Utilities,City Water,debit
2025-10-07,-112.34,Dining,Starbucks,debit
2025-10-07,950.00,Freelance,Consulting Fee,credit
2025-10-08,-78.90,Shopping,Amazon,debit
2025-10-08,-234.56,Insurance,Allstate,debit
2025-10-09,-134.56,Groceries,Costco,debit
2025-10-09,-89.12,Healthcare,CVS Pharmacy,debit
2025-10-10,-167.89,Dining,Five Guys,debit
2025-10-10,-56.78,Transportation,Shell Gas,debit
2025-10-11,-112.34,Groceries,Safeway,debit
2025-10-11,-78.90,Subscriptions,Adobe Creative,debit
2025-10-12,-234.56,Shopping,Best Buy,debit
2025-10-12,725.00,Investment,Capital Gains,credit
2025-10-13,-89.12,Dining,Panera Bread,debit
2025-10-13,-134.56,Utilities,Waste Management,debit
2025-10-14,-56.78,Healthcare,Walgreens,debit
2025-10-14,-167.89,Entertainment,Spotify,debit
2025-10-15,3800.00,Salary,Payroll Services Inc,credit
2025-10-15,-78.90,Groceries,Kroger,debit
2025-10-16,-112.34,Insurance,Liberty Mutual,debit
2025-10-16,-89.12,Dining,Olive Garden,debit
2025-10-17,-234.56,Shopping,Walmart,debit
2025-10-17,-134.56,Healthcare,Quest Diagnostics,debit
2025-10-18,-56.78,Transportation,Chevron,debit
2025-10-18,-78.90,Groceries,Aldi,debit
2025-10-19,-167.89,Utilities,Pacific Gas & Electric,debit
2025-10-19,150.00,Refund,Store Credit Return,credit
2025-10-20,-89.12,Dining,Chick-fil-A,debit
2025-10-20,-112.34,Shopping,Target,debit
2025-11-02,-134.56,Groceries,Publix,debit
2025-11-02,-78.90,Insurance,State Farm,debit
2025-11-03,3800.00,Salary,Employer Direct Deposit,credit
2025-11-03,-89.12,Dining,Subway,debit
2025-11-04,-234.56,Healthcare,Walgreens,debit
2025-11-04,-56.78,Shopping,Home Depot,debit
2025-11-05,-167.89,Groceries,Trader Joe's,debit
2025-11-05,-112.34,Transportation,Uber,debit
2025-11-06,-78.90,Utilities,Comcast Internet,debit
2025-11-06,-134.56,Dining,Chipotle,debit
2025-11-07,-89.12,Entertainment,Ticketmaster,debit
2025-11-07,1250.00,Freelance,Client Payment,credit
2025-11-08,-56.78,Groceries,Whole Foods,debit
2025-11-08,-234.56,Shopping,IKEA,debit
2025-11-09,-112.34,Healthcare,Kaiser Permanente,debit
2025-11-09,-78.90,Insurance,Geico,debit
2025-11-10,-145.67,Dining,Five Guys,debit
2025-11-10,-89.12,Transportation,Shell Gas,debit
2025-11-11,-167.89,Groceries,Costco,debit
2025-11-11,450.00,Investment,Bond Interest,credit
2025-11-12,-56.78,Shopping,Walmart,debit
2025-11-12,-134.56,Utilities,Verizon,debit
